what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1325006959239
java.specification.name,sysinfo,,,"Java Platform API Specification",1325006959239
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325006959239
java.specification.version,sysinfo,,,"1.6",1325006959239
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1325006959239
java.version,sysinfo,,,"1.6.0_17",1325006959239
java.vm.info,sysinfo,,,"mixed mode",1325006959239
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1325006959239
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1325006959239
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325006959239
java.vm.specification.version,sysinfo,,,"1.0",1325006959239
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1325006959239
java.vm.version,sysinfo,,,"14.3-b01",1325006959239
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1325006959770
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1325006961642
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1325006962359
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1325006962437
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1325006962453
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1325006962500
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1325006962500
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1325006962609
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1325006962640
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1325006962843
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1325006963046
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1325006963061
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1325006963092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325006992772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007026281
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325007026281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007029417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007049993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007053675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007170900
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325007173630
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1325007173693
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1325007173693
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1325007173989
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1325007180401
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1325007189340
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1325007189776
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007189948
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007190478
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1325007190931
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1325007192038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325007193255
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007193583
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007193786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325007231007
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007234299
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1325007236982
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1325007240165
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1325007240835
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1325007241241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007241475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007241491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007247887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007247980
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1325007248011
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1325007254549
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1325007254564
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1325007254580
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325007257716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007264643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007353329
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007353407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325007359975
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325007376620
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1325007381222
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007389038
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007427804
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325007442483
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007458958
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1325007462172
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325007464746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007489927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007494857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1325007494888
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325007496807
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.503.v201108102200,"org.eclipse.jst.j2ee.ejb",1325007496994
started,bundle,org.eclipse.jst.j2ee.jca,1.1.500.v201108102200,"org.eclipse.jst.j2ee.jca",1325007497009
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1325007497025
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1325007497056
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1325007497243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007539145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007541937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1325007542000
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1325007548443
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1325007548458
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1325007548505
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1325007548552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007549909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007618783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325007641700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007649890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007651886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325007651902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007659733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007661621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325007661636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325007674070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007676378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007679795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325007679810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007719388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007722976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1325007723007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1325007723007
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007741103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007741290
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1325007793145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007793176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007795282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1325007815531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1325007879038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1325007885762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325007912048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325007925495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007946384
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1325007950814
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1325007951235
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1325007951313
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/MyPractice",1325007951329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007951579
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1325007951610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1325007951610
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007951906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325007985555
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1325007989424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007989440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325007993371
